,player_name,team_name,primary_position,player_season_90s_played,player_season_obv_90,player_season_obv_pass_90,player_season_obv_shot_90,player_season_obv_defensive_action_90,player_season_obv_dribble_carry_90,player_season_obv_gk_90,player_season_np_xg_90
177,Sibongiseni Mthethwa,Kaizer Chiefs FC,Right Defensive Midfielder,14.77685,0.09937282,-0.002951181,-0.0096840635,0.04883588,0.06317217,,0.009481063
178,Sibongiseni Mthethwa,Stellenbosch FC,Left Defensive Midfielder,6.847963,0.10600895,-0.02018248,-0.0060649985,0.072115995,0.060140423,,0.0044509303
179,Lifa Hlongwane,TS Galaxy FC,Right Centre Midfielder,0.9985185,0.54798484,0.43270364,,0.099317074,0.01596417,,0.0
180,Tiklas Thutlwa,Sekhukhune United,Left Wing,2.5157406,0.031489324,-0.020409208,-0.12176591,0.0074971677,0.1661673,,0.1823026
181,Edwin Gyimah,Sekhukhune United,Right Centre Back,5.618704,-0.07611275,0.028522996,-0.049682096,-0.065233976,0.010280331,,0.11440486
182,Ricardo Goss,SuperSport United FC,Goalkeeper,23.991667,0.22575153,0.17117843,,-0.0049263453,0.071581766,-0.012082282,0.0
183,Augustine Kabaso Mulenga,Chippa United FC,Left Midfielder,15.613149,0.09221099,0.08238291,-0.058769215,0.016785087,0.0518122,,0.07376486
184,Augustine Kabaso Mulenga,AmaZulu FC,Right Wing,8.050926,0.18103822,0.09536803,-0.020680126,0.01940905,0.08694132,,0.07663347
185,Goodman Mosele,Chippa United FC,Right Defensive Midfielder,21.606295,0.100005545,-0.0024737879,-0.015104155,0.038204852,0.07937864,,0.011954232
186,Dean David van Rooyen,Stellenbosch FC,Right Back,26.390373,0.2984627,0.17127931,-0.00027498297,0.05605462,0.07140374,,0.015497427
187,Phathutshedzo Nange,SuperSport United FC,Left Defensive Midfielder,2.3833334,0.02938334,0.016943127,-0.045415252,0.05172118,0.006134294,,0.09719017
188,Thabiso Lebitso,Chippa United FC,Right Midfielder,12.056852,0.063352756,0.03978449,-0.04222641,0.0029828958,0.06281177,,0.047287486
189,Thabiso Lebitso,Orlando Pirates FC,Right Back,6.0111113,0.27311507,0.1400791,-0.009373644,0.038770854,0.103638776,,0.030532455
190,Sandile Mthethwa,Orlando Pirates FC,Right Centre Back,1.4874074,0.7160974,0.1727293,0.34368578,0.1540513,0.045631107,,0.26374117
191,Kayden Francis,Chippa United FC,Right Wing,8.190741,0.12719896,0.035856508,-0.0010692091,0.015676556,0.07673512,,0.19434932
192,Paseka Matsobane Mako,Orlando Pirates FC,Left Back,3.249259,0.15869018,0.19629323,-0.018131496,-0.029373327,0.009901753,,0.0632309
193,Kwandakwensizwa Ishmael Mngonyama,Swallows FC,Right Centre Back,16.382595,0.23051915,0.10283648,-0.025060471,0.098550364,0.054192774,,0.023667581
194,Tshegofatso Mabasa,Swallows FC,Right Centre Forward,13.259814,0.039140183,-0.06012981,0.16064905,-0.016716236,-0.04466283,,0.18611121
195,Tshegofatso Mabasa,Orlando Pirates FC,Centre Forward,12.256296,0.17407683,-0.042279586,0.26776072,-0.0049564503,-0.046447895,,0.5414611
196,Brian Mandela Onyango,Mamelodi Sundowns FC,Right Centre Back,2.0272222,-0.23645082,0.08145651,-0.0297763,-0.3009604,0.012829374,,0.020513669
197,Tumelo Mangweni,Swallows FC,Left Centre Midfielder,0.15407407,-0.24457444,-0.032234333,-0.26438627,0.043565203,0.008480965,,0.106232345
198,Sifiso Ngobeni,AmaZulu FC,Left Wing Back,0.79981476,0.24441542,0.042411767,0.0657901,0.020286417,0.11592706,,0.14460306
199,Sifiso Ngobeni,Mamelodi Sundowns FC,,0.08111111,0.11814875,0.06998329,,,0.04816547,,0.0
200,Siphelele Luthuli,Chippa United FC,Centre Attacking Midfielder,7.4909267,0.14183329,0.031399023,0.01963064,0.034014832,0.056788776,,0.11687989
201,Ronald Pfumbidzai,SuperSport United FC,Left Back,9.828148,0.1351645,0.16316184,-0.057783213,0.017411841,0.012374055,,0.04839716
202,Justice Chabalala,Chippa United FC,Left Centre Back,28.79167,0.11355812,0.045726735,0.0022034375,0.046747968,0.018879974,,0.048446372
203,Sipho Chaine,Orlando Pirates FC,Goalkeeper,19.265371,0.058932763,0.097633354,,0.001132379,0.062728316,-0.10256128,0.0
204,Lucky Baloyi,Polokwane City,Right Defensive Midfielder,2.1488888,0.1994884,0.10096905,,0.034571722,0.0639476,,0.0
205,Sepana Victor Letsoalo,AmaZulu FC,Centre Forward,9.281481,-0.057048935,-0.047991477,0.055219654,0.0025641874,-0.066841304,,0.13478872
206,Menzi Alson Masuku,Royal AM FC,Left Wing,12.932963,0.20717095,-0.0019665493,0.02284385,0.010564946,0.17572875,,0.08604832
207,Sera Motebang,Royal AM FC,Centre Forward,8.548704,-0.099157706,-0.04901223,-0.035753023,-0.0014959312,-0.012896521,,0.16791725
208,Neo Maema,Mamelodi Sundowns FC,Left Centre Midfielder,10.357594,0.115041,0.06205024,-0.047669627,0.025510192,0.075150214,,0.15758133
209,Lantshene Phalane,Swallows FC,Left Defensive Midfielder,19.688148,0.16842139,0.07573281,-0.022797756,0.040968895,0.074517444,,0.021569878
210,Given Kamogelo Mashikinya,Polokwane City,Centre Attacking Midfielder,22.30963,0.044809826,0.016459065,-0.010458324,0.022834798,0.015974289,,0.09087743
211,Jabulani Nkosingiphile Ncobeni,Royal AM FC,Right Defensive Midfielder,1.4601853,0.10990207,0.055860084,,-0.0067238407,0.060765836,,0.0
212,Thapelo Jackson Mabokgwane,Richards Bay FC,Goalkeeper,4.8470373,-0.22347367,0.06808045,,,0.061131705,-0.35268584,0.0
213,Mbhazima Tshepo Rikhotso,Sekhukhune United,Right Centre Back,5.792407,0.14919454,0.12742648,,-0.025461366,0.047229443,,0.0
214,Shadrack Kobedi,Royal AM FC,Left Defensive Midfielder,11.494259,0.16690926,0.037427895,-0.021054294,0.10064221,0.049893435,,0.0141980145
215,Sibusiso Victor Magaqa,Royal AM FC,Left Defensive Midfielder,9.844814,0.117300615,0.06457525,-0.014258969,0.049936417,0.017047925,,0.0071024685
216,Cyril Thato Lingwati,Royal AM FC,Right Centre Back,3.1907406,0.059966806,0.06635341,-0.047534306,-9.712695e-05,0.04124482,,0.026703248
217,Menzi Banele Ndwandwe,Chippa United FC,Centre Forward,4.3218517,-0.3198475,-0.19712265,-0.14005408,0.04597198,-0.02864278,,0.10758387
218,Tebogo Potsane,Kaizer Chiefs FC,Left Wing,3.3537037,0.045566138,0.044190176,-0.022723496,0.0477028,-0.02360334,,0.04712332
219,Abel Ntuthuko Mabaso,Richards Bay FC,Right Defensive Midfielder,6.6190734,0.074782506,0.04488459,-0.032167517,0.0067697484,0.055295683,,0.023143345
220,Oscarine Masuluke,Stellenbosch FC,Goalkeeper,6.8101854,-0.005583219,0.12874237,,-0.09209574,0.059083782,-0.101313636,0.0
221,Lesedi Alton Kapinga,Orlando Pirates FC,Right Wing,2.8905554,-0.030630413,0.06902054,-0.06715982,-0.03584471,0.0033535727,,0.10184686
222,MacBeth Kamogelo Mahlangu,TS Galaxy FC,Right Centre Back,32.48796,0.15084514,0.05660195,-0.005292744,0.05549062,0.044045318,,0.014884577
223,Mbulelo Strydom Wambi,Swallows FC,,0.31055558,-0.106473505,-0.036235705,-0.13409741,0.028584113,0.035275497,,0.10497701
224,Ethan Duncan Brooks,AmaZulu FC,Right Defensive Midfielder,20.730185,0.09378,-0.017307913,-0.0144029055,0.0746404,0.05085043,,0.01892348
225,Thabiso Sesane,Orlando Pirates FC,Left Centre Back,7.054259,0.17400946,0.073017955,-0.002959375,0.05078725,0.053163618,,0.0016743968
226,Nyiko Mobbie,Sekhukhune United,Right Back,26.190557,0.27373832,0.1680552,-0.009743873,0.07590744,0.03951954,,0.020717556
227,Luvuyo Phewa,Cape Town Spurs,Centre Attacking Midfielder,13.364261,0.08808785,0.10045244,-0.044078615,0.0049533923,0.026760612,,0.12901336
228,Andile Mbenyane,Chippa United FC,Centre Attacking Midfielder,0.78851855,-0.07373293,0.09343741,-0.16581908,0.0034251118,-0.004776361,,0.25581276
229,Ndumiso Mabena,Polokwane City,Centre Attacking Midfielder,8.61574,0.0975422,-0.107336275,0.12647948,0.013218793,0.065180205,,0.1749244
230,Justice Figuaredo,Richards Bay FC,Centre Forward,14.963331,0.024795681,-0.032953892,0.013600881,0.014622136,0.02952654,,0.22230446
231,Siphosakhe Ntiya-Ntiya,Sekhukhune United,Left Back,9.069815,0.19542174,0.1588968,-0.012000333,0.030190105,0.018335186,,0.0059116012
232,Sipho Percevale Mbule,Mamelodi Sundowns FC,Left Centre Midfielder,9.078148,0.094336726,0.03441196,-0.02308897,0.029030623,0.053983103,,0.036952224
233,Gomolemo Grant Kekana,Mamelodi Sundowns FC,Right Centre Back,14.251667,0.1681177,0.108321086,-0.033537764,0.033897817,0.059436575,,0.03424035
234,Luke Donn Fleurs,SuperSport United FC,Left Centre Back,0.035555556,0.14484343,0.14484343,,,,,0.0
235,Boikanyo Ramathlakwane Komane,Richards Bay FC,Centre Defensive Midfielder,19.390924,0.1245974,0.034947995,0.0052093957,0.021137567,0.06330246,,0.035615373
236,Knox Mutizwa,Lamontville Golden Arrows FC,Centre Attacking Midfielder,17.028149,-0.052934386,-0.1017658,-0.023229353,0.037282143,0.03477863,,0.23893645
237,Lungelo Dube,Lamontville Golden Arrows FC,Right Defensive Midfielder,15.304074,0.01429012,0.009407918,-0.0042059384,-0.013396608,0.02248475,,0.0038945037
238,Thatayaone Ditlhokwe,Kaizer Chiefs FC,Left Centre Back,16.731853,0.14706244,0.06570333,-0.01646407,0.0724095,0.02541364,,0.011872336
239,Melusi Nkazimulo Buthelezi,Orlando Pirates FC,Goalkeeper,13.061111,-0.00034037072,0.058266282,,-0.009848391,0.06417995,-0.1129382,0.0
240,Grant Margeman,SuperSport United FC,Right Defensive Midfielder,27.629818,0.2294647,0.120633304,-0.012381306,0.027841948,0.09337071,,0.047860548
241,Sibusiso Vilakazi,Sekhukhune United,Centre Attacking Midfielder,1.8270371,-0.30980697,-0.08337659,-0.2603352,-0.026514357,0.060419172,,0.20199488
242,Junaid Sait,Swallows FC,Left Centre Back,1.9388889,0.0645827,0.045347724,,-0.002304202,0.02153918,,0.0
243,Siphesihle Mkhize,Sekhukhune United,Left Defensive Midfielder,22.369259,0.12297792,0.056099333,-0.008443735,0.037922382,0.03739991,,0.034918543
244,Jody February,Mamelodi Sundowns FC,Goalkeeper,0.75611115,0.82910174,0.1501323,,,0.019586725,0.65938276,0.0
245,Taahir Goedeman,Cape Town City FC,Right Attacking Midfielder,21.846294,0.02132352,-0.013426423,-0.011572919,0.023981398,0.022341466,,0.12455085
246,Andile Eugene Fikizolo,Polokwane City,Right Midfielder,0.8290741,0.011076244,0.12875032,,-0.13791242,0.02023837,,0.0
247,Mondli Mpoto,Royal AM FC,Goalkeeper,6.5037036,-0.41399786,0.104029864,,-0.016319405,0.0995533,-0.6012617,0.0
248,Devon Titus,Stellenbosch FC,Right Wing,27.776665,0.26645938,0.09862231,0.067942806,0.021560885,0.07833338,,0.24136421
249,Thalente Mbatha,SuperSport United FC,Left Back,0.47333336,-0.019100599,-0.018832467,-0.11817076,0.0842135,0.033689126,,0.09949366
250,Thalente Mbatha,Orlando Pirates FC,Right Defensive Midfielder,10.351851,0.12259861,0.042431828,-0.030893607,0.02481536,0.08624502,,0.047777813
251,Sphiwe Prince Mahlangu,TS Galaxy FC,Left Wing,21.24648,0.18186417,0.043825526,0.04250359,0.042866416,0.052668653,,0.19767298
252,Bongani Sam,Swallows FC,Left Back,14.196296,0.17701037,0.150478,-0.013965515,0.004691756,0.03580615,,0.016884558
253,Mashweu Basil Mphahlele,Stellenbosch FC,Right Back,1.0711111,0.27866697,0.23598169,,0.011232065,0.031453203,,0.0
254,Mashweu Basil Mphahlele,Swallows FC,Right Back,9.537593,0.21718265,0.12586641,-0.0029734941,0.05631963,0.037970107,,0.0008871009
255,Denwin Farmer,Cape Town Spurs,Left Centre Back,0.7383333,-0.7637602,0.006365451,,-0.7706697,0.000544159,,0.0
256,Leandro Gastón Sirino,Mamelodi Sundowns FC,Left Wing,5.1996293,-0.052527748,0.0030486584,-0.06487962,0.016854106,-0.0075508966,,0.05620667
257,Samir Nurkovic,TS Galaxy FC,Centre Forward,11.525185,0.0125047555,-0.05475557,0.08986712,-0.0035594753,-0.019047316,,0.33490136
258,Bongi Ntuli,AmaZulu FC,Centre Forward,2.5972223,-0.23538697,-0.05627605,-0.109111056,0.008382805,-0.07838266,,0.13509202
259,Sphesihle Maduna,Cape Town Spurs,Right Wing,2.332963,-0.012106609,-0.07317704,-0.048606828,0.023941172,0.085736096,,0.15834697
260,Ayabulela Konqobe,Chippa United FC,Centre Attacking Midfielder,14.325925,0.0848359,0.030328477,-0.022933424,0.006670649,0.07077019,,0.07542886
261,Ismail Bin Abdul Rashid Watenga,Lamontville Golden Arrows FC,Goalkeeper,18.367592,0.14257428,0.06841393,,,0.09798082,-0.023820516,0.0
262,Reyaad Pieterse,Mamelodi Sundowns FC,Goalkeeper,1.0822222,0.12238259,0.06682798,,,0.07550913,-0.01995453,0.0
263,Sabelo Radebe,Kaizer Chiefs FC,Left Centre Midfielder,0.5464815,0.14892894,-0.100018345,,0.16915749,0.07978977,,0.0
264,Siyanda Xulu,SuperSport United FC,Left Centre Back,7.882037,0.10848924,0.04296293,,0.05682363,0.008702671,,0.0
265,Abubeker Nasir Ahmed,Mamelodi Sundowns FC,Right Centre Forward,0.8885185,0.31925702,0.083227634,0.07007297,0.005307714,0.16064873,,0.7197978
266,Larry Bwalya,Sekhukhune United,Centre Attacking Midfielder,4.525185,-0.06900106,-0.11168955,0.08658234,-0.018072467,-0.02582135,,0.057844207
267,Darwin Jesús González Mendoza,Cape Town City FC,Left Wing Back,22.534258,0.26691428,0.1674668,-0.016300477,0.023067985,0.09267995,,0.14478332
268,Antonio Van Wyk,Stellenbosch FC,Left Wing,10.230742,0.14846139,0.08961572,-0.05135716,0.027884768,0.08231807,,0.22424409
269,Thabang Molaoa,Chippa United FC,Left Centre Back,4.681111,0.08460972,0.12820317,-0.047119536,-0.07099947,0.07452554,,0.0484918
270,Jaeden Rhodes,Cape Town City FC,Right Wing Back,23.12426,0.15929851,0.06351253,0.043808892,-0.0033292347,0.055306323,,0.2232106
271,Luphumlo Sifumba,Cape Town City FC,Right Attacking Midfielder,3.9666667,-0.023680974,0.04487715,-0.04331217,-0.023422008,-0.0018239293,,0.04705922
272,Edson Daniel Castillo García,Kaizer Chiefs FC,Right Defensive Midfielder,20.058704,0.0699875,0.021179924,-0.029032744,0.060409438,0.017430874,,0.13596267
273,Olwethu Mzimela,AmaZulu FC,Goalkeeper,6.463518,-0.030944292,0.05042374,,,0.031190397,-0.11255846,0.0
274,Lloyd Junior Kazapua,Chippa United FC,Goalkeeper,2.767037,0.1495998,0.12681349,,,0.10916614,-0.08637984,0.0
275,Elmo Kambindu,Chippa United FC,Centre Forward,11.142222,-0.17873071,-0.059985667,-0.035436254,-0.011232244,-0.07207656,,0.20528662
276,Fidèle Brice Ambina,Cape Town City FC,Left Defensive Midfielder,13.215926,0.09749232,0.030635191,-0.024884686,0.030944563,0.060797267,,0.029923925
277,Orebotse Mongae,TS Galaxy FC,Centre Attacking Midfielder,7.4398146,0.058104143,0.063815884,-0.06616072,0.0029174397,0.05753156,,0.07468355
278,Simphiwe Fortune Mcineka,Richards Bay FC,Right Centre Back,24.325184,0.1057342,0.034291863,-0.011812421,0.049597163,0.03365758,,0.045397036
279,Veluyeke Zulu,AmaZulu FC,Centre Back,2.6059258,-0.052478377,-0.017511223,-0.06714943,0.01786062,0.014321656,,0.069197714
280,Tshepo Wilson Mabua,Richards Bay FC,Left Back,13.132591,0.25473374,0.15839066,0.0024908148,0.037399124,0.056453146,,0.007396631
281,Lwandile Sandile Mabuya,Richards Bay FC,Right Back,18.294073,0.21416433,0.15108243,-0.0027169134,0.0198609,0.0459379,,0.00061597675
282,Sakhile Hlongwa,Richards Bay FC,Centre Forward,1.8829631,0.054430947,0.08516252,,-0.0717066,0.04097504,,0.0
283,Katlego Jackson Maphathe,Cape Town Spurs,Right Wing Back,7.9540744,0.13117689,0.038722385,-0.040091984,0.058985557,0.073560946,,0.069356225
284,Katlego Jackson Maphathe,Richards Bay FC,Right Back,2.5662963,0.18994407,0.15367696,-0.011995228,0.0023708453,0.045891445,,0.009434537
285,Khanyisa Mayo,Cape Town City FC,Centre Forward,25.093151,0.0062973024,-0.016203003,5.423959e-05,-0.005134759,0.027580813,,0.34064853
286,Liam De Kock,Stellenbosch FC,Left Back,0.0975926,0.46034205,-0.0105613405,,0.08545858,0.38544488,,0.0
287,Lorenzo Joao Gordinho,Cape Town City FC,Centre Back,21.801666,0.095184036,0.033051915,0.0012821387,0.023346277,0.03750371,,0.032647096
288,Katlego Mohamme,Sekhukhune United,Left Centre Back,1.4585185,0.22785886,0.1099724,-0.020368768,0.08190132,0.056353845,,0.0043287687
289,Genino Palace,Stellenbosch FC,Right Defensive Midfielder,14.22889,0.07446873,0.03518301,-0.05098633,0.079280935,0.010991118,,0.070632935
290,Thapelo Maseko,Mamelodi Sundowns FC,Left Wing,3.9872222,0.14804156,0.057479676,-0.0048247576,-0.04376565,0.13915232,,0.18804461
291,Hendrick Ekstein,AmaZulu FC,Left Wing,16.217964,0.01996021,-0.02661972,-0.006514249,0.020943727,0.032150444,,0.053924978
292,Tshepang Moremi,AmaZulu FC,Left Wing,16.974628,0.042431165,0.023643615,-0.0826947,0.025074843,0.07640741,,0.19473642
293,Katlego Otladisa,Orlando Pirates FC,Left Wing,3.2785187,0.03124595,0.033832267,-0.10230959,0.011596267,0.08812702,,0.07169116
294,Mpho Mvelase,TS Galaxy FC,Left Defensive Midfielder,28.175371,0.096337594,0.017547907,-0.010594513,0.037933014,0.051451195,,0.0930559
295,Thato Khiba,TS Galaxy FC,Right Defensive Midfielder,17.868706,0.16384424,0.0552818,0.03518386,0.030141093,0.043237463,,0.027703224
296,Sicelokuhle Hlatshwayo,Lamontville Golden Arrows FC,Left Defensive Midfielder,0.33259258,-0.072910875,-0.024064407,-0.04852224,-0.0131766675,0.012852434,,0.09697165
297,Vasilije Kolak,TS Galaxy FC,Goalkeeper,12.887962,0.1117628,0.040839184,,0.005002625,0.09508129,-0.029160298,0.0
298,Austin Thabani Dube,Richards Bay FC,Left Centre Back,19.489443,0.14489341,0.054265343,-0.012034572,0.07668479,0.02597786,,0.044181783
299,Cole Alexander,Polokwane City,Centre Attacking Midfielder,5.7585187,0.056380004,-9.557084e-06,-0.012265039,0.03166844,0.03698615,,0.02398239
300,Monnapule Kenneth Saleng,Orlando Pirates FC,Right Wing,11.320001,0.056707118,-0.0051204693,-0.0022537268,0.01455719,0.04952411,,0.10519213
301,Khetukuthula Ndlovu,Royal AM FC,Left Wing,2.337037,0.2315334,0.030863244,-0.09569939,0.027415588,0.26895395,,0.064591184
302,Lehlogonolo George Matlou,Kaizer Chiefs FC,Right Centre Midfielder,3.6468515,0.081089325,-0.03968492,-0.033886205,0.055769727,0.098890744,,0.019556416
303,Dillon Peter Solomons,Kaizer Chiefs FC,Right Back,6.163889,0.10205418,0.113813765,-0.0577347,-0.017027432,0.06300256,,0.036319807
304,Zukile Mkhize,Royal AM FC,Right Back,3.3770368,0.11266016,0.092968635,0.32769123,-0.38180184,0.073802285,,0.18757524
305,Kabelo Mahlasela,Royal AM FC,Centre Attacking Midfielder,25.115742,0.055794306,0.023187976,-0.007084033,0.011588163,0.02810219,,0.04240714
306,Lesego Samuel Manganyi,Royal AM FC,Left Centre Back,14.178149,0.10412777,0.04601756,0.00031133252,-0.014442415,0.072241314,,0.0015014564
307,Hugo Claude Patrick Nyamé,Royal AM FC,Goalkeeper,17.307407,0.210418,0.13663247,,0.0019907502,0.10205536,-0.030260585,0.0
308,Levy Mashiane,Royal AM FC,Centre Forward,5.751666,-0.014873059,-0.024737589,-0.011942401,0.006350554,0.015456387,,0.037496172
309,Vusimuzi William Mncube,Sekhukhune United,Left Wing,17.072964,0.15110047,0.031444978,-0.03068855,0.0038329225,0.14651108,,0.1666954
310,Moegamat Yusuf Maart,Kaizer Chiefs FC,Left Defensive Midfielder,23.381668,0.1380325,0.042156354,-0.031784434,0.03245497,0.09520558,,0.037007567
311,Kamohelo Dominic Sithole,Sekhukhune United,Centre Attacking Midfielder,3.3177779,-0.008539179,0.00079533656,-0.011481628,0.0017370236,0.00041009457,,0.074478514
312,Zuko Mdunyelwa,Chippa United FC,Right Back,13.681482,0.14621149,0.093231805,-0.012976396,0.032163873,0.033792235,,0.009656708
313,Zuko Mdunyelwa,Mamelodi Sundowns FC,Right Back,8.5629635,0.11447157,0.054968793,-0.018247541,0.005936849,0.07181348,,0.012049728
314,Roscoe Heinrich Pietersen,Chippa United FC,Right Centre Back,17.282593,0.10943147,0.09048708,-0.028212788,0.02929713,0.017860053,,0.03936878
315,Themba Mantshiyane,Lamontville Golden Arrows FC,Left Centre Back,15.275557,0.13876508,0.056981724,0.033195898,0.010503156,0.03808431,,0.017422983
316,Sbonelo Cele,Lamontville Golden Arrows FC,Left Back,12.377222,0.297249,0.24974667,-0.0037835615,0.013614925,0.03767097,,0.0020050092
317,Nqobeko Siphelele Dlamini,Lamontville Golden Arrows FC,Left Defensive Midfielder,10.01537,0.08920649,-0.0002900047,-0.012098749,0.059973575,0.041621666,,0.012217315
318,Rowan Lancaster Human,AmaZulu FC,Left Centre Midfielder,2.185741,0.101826385,-0.07798353,-0.062297784,0.088408,0.15369974,,0.11275129
319,Renaldo Leaner,Sekhukhune United,Goalkeeper,6.415555,-0.34908357,0.09613316,,,0.047093224,-0.49231,0.0
320,Kganyane Solomon Letsoenyo,TS Galaxy FC,Left Back,15.694075,0.22591296,0.15183373,-0.014029891,0.018594211,0.06951492,,0.03883698
321,Douglas Mapfumo,Polokwane City,Centre Forward,16.95815,-0.12541337,-0.057991654,-0.030224247,-0.01610312,-0.021094367,,0.14494315
322,Relebogile Mokhuoane,Cape Town City FC,Left Defensive Midfielder,10.297593,0.1376708,0.09740351,-0.04630012,0.039772324,0.046795104,,0.06586188
323,Chibuike Ohizu,Sekhukhune United,Centre Forward,21.930002,-0.10008117,-0.051897757,-0.012015746,0.002082362,-0.03825004,,0.249115
324,Lubeni Haukongo,Cape Town Spurs,Left Centre Back,7.884444,0.16998278,0.048342973,0.037997197,0.049461532,0.034181092,,0.094313584
325,Sede Junior Dion,AmaZulu FC,Centre Forward,12.380187,-0.10303698,-0.05350334,-0.063078746,0.026740618,-0.013195517,,0.40782884
326,Khuda Muyaba,Richards Bay FC,Centre Forward,7.337963,-0.0689045,-0.09055932,-0.03920266,0.010356732,0.05050077,,0.40056533
327,Badra Ali Sangaré,Sekhukhune United,Goalkeeper,22.686666,0.123258255,0.12449251,,0.0049731215,0.061352707,-0.06756008,0.0
328,Aprocious Petrus,Cape Town City FC,Centre Defensive Midfielder,9.642962,0.09158718,0.021586753,-0.03057191,0.06902303,0.0315493,,0.032590263
329,Manuel Mbara Sapunga,Polokwane City,Goalkeeper,20.564817,0.29655042,0.113335066,,,0.09734508,0.08587023,0.0
330,Olisa Harold Ndah,Orlando Pirates FC,Left Centre Back,18.720184,0.099632196,0.07813124,-0.042940855,0.0143324025,0.05010938,,0.047187082
331,Sikhethele Wandile Mabuza,Royal AM FC,Left Centre Back,15.69537,0.08024313,0.029634098,-0.0044585806,0.018032983,0.03703463,,0.016003372
332,Sinethemba Mthobisi Mngomezulu,Richards Bay FC,Centre Attacking Midfielder,1.0416666,-0.42698097,-0.13660708,-0.2383216,-0.009431982,-0.04262037,,0.43609715
333,Ntsikelelo Nxadi,Lamontville Golden Arrows FC,Right Centre Back,0.44,-0.03255452,0.0071926597,,-0.07910826,0.03936108,,0.0
334,Abdelmounaim Boutouil,Mamelodi Sundowns FC,Left Back,8.448889,0.061853994,0.07444962,-0.0014312332,-0.049923457,0.038759056,,0.0039196573
335,Brandon Petersen,Kaizer Chiefs FC,Goalkeeper,8.540925,0.4103791,0.060715865,,-0.11804595,0.029132638,0.4385765,0.0
336,Mfundo Langa Thikazi,Royal AM FC,Right Wing,13.583889,0.039482333,0.035501577,-0.07176629,0.023927331,0.051819712,,0.096238665
337,Sedwyn Curtis George,Royal AM FC,Centre Forward,11.529259,-0.04631168,-0.03539556,0.03581743,0.0032234187,-0.049956977,,0.12861021
338,Sazi Gumbi,Lamontville Golden Arrows FC,Left Defensive Midfielder,3.110741,0.067086056,-0.013057642,-0.024350023,0.048802406,0.05569134,,0.03895429
339,Letsie Koapeng,Richards Bay FC,Centre Attacking Midfielder,3.7503703,-0.15377116,-0.0807929,0.023029784,0.005876422,-0.101884454,,0.18725342
340,Letsie Koapeng,Swallows FC,Centre Forward,3.5785184,-0.13681544,0.002050068,-0.108836256,0.042406786,-0.072436035,,0.110538535
341,Pogiso Mahlangu,Sekhukhune United,Left Defensive Midfielder,2.5690742,-0.14647311,-0.0074024918,-0.029833758,-0.09470834,-0.01452854,,0.028987156
342,Selaelo Rasebotja,SuperSport United FC,Left Centre Midfielder,2.8159258,0.1507464,0.17200361,-0.049465947,0.014652399,0.013556332,,0.06751492
343,Bradley Cross,Lamontville Golden Arrows FC,Left Back,18.827406,0.17324504,0.13111407,-0.014270215,0.02862146,0.027779734,,0.010204655
344,Sibusiso Sibeko,Lamontville Golden Arrows FC,Left Wing,2.7042592,-0.01790113,-0.06890003,-0.047705535,0.05624574,0.042458687,,0.041905362
345,Patrick Norman Fisher,Cape Town City FC,Left Centre Back,5.5796304,0.30573478,0.19923949,-0.016040253,0.04321445,0.07932111,,0.009670003
346,Jeffrey Mzwandile Dlamini,Royal AM FC,Right Defensive Midfielder,18.254072,0.01218712,-0.017851172,-0.011584944,-0.0053617675,0.046985004,,0.008276995
347,Senzo Shaun Nkwanyana,Chippa United FC,Left Defensive Midfielder,1.2653704,0.27748242,0.04515374,,0.04834256,0.18398608,,0.0
348,Boitumelo Radiopane,Cape Town Spurs,Centre Forward,2.9387038,0.066921875,0.09673569,-0.015847439,0.0013627071,-0.015329089,,0.05679936
349,Fiacre Ntwari,TS Galaxy FC,Goalkeeper,19.6,0.15405042,0.14345805,,0.019214774,0.083222404,-0.09184481,0.0
350,Kegan Johannes,SuperSport United FC,Right Back,14.538889,0.2600181,0.2039006,-0.055177733,0.053528655,0.05776663,,0.062438745
351,Athenkosi Mcaba,Stellenbosch FC,Left Centre Back,8.594815,0.2047426,0.08866306,-0.004895367,0.08594032,0.035034608,,0.0029810062
352,Bilal Baloyi,SuperSport United FC,Left Centre Back,9.940926,0.09599598,0.031309593,0.069227524,-0.019873109,0.015331991,,0.07549163
353,Sam Ramsbottom,Cape Town Spurs,Goalkeeper,8.703334,-0.14624338,0.14169621,,-0.0017257803,0.04397774,-0.33019155,0.0
354,Mduduzi Shabalala,Kaizer Chiefs FC,Centre Attacking Midfielder,11.055556,0.08344884,0.04126375,-0.03659815,0.02259831,0.05618494,,0.098583244
355,Ayabulela Maxwele,Royal AM FC,Right Wing,10.063704,0.23068069,0.12166506,-0.007997277,0.03817578,0.0788371,,0.006091358
356,Nkosikhona Radebe,TS Galaxy FC,Right Back,5.639445,0.17831829,0.029845972,0.00867869,0.050927583,0.08886609,,0.13906877
357,Tshepo Gumede,Cape Town Spurs,Right Centre Back,7.8266664,0.15511866,0.06343599,-0.0104138255,0.056787148,0.045309357,,0.03920974
358,Tendamudzimu Matodzi,SuperSport United FC,Right Wing,6.272037,0.059630647,0.00064908684,-0.0196887,0.025124736,0.05354553,,0.058386855
359,Thulani Mini,Stellenbosch FC,,0.09314815,0.54869103,0.038176168,,,0.5105149,,0.0
360,Kamogelo Sebelebele,TS Galaxy FC,Right Wing,21.31963,0.12097075,-0.009549786,0.02054801,0.011542229,0.09843028,,0.18286784
